path,rel_path,label,samplerate,channels,duration_s,md5
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (396).wav,Ba/0_1_Taj_Ba_T (396).wav,Ba,16000,1,1.0,0eb00f148c0e858596e4cd8c174e6430
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (397).wav,Ba/0_1_Taj_Ba_T (397).wav,Ba,16000,1,1.0,d6a2a5eb90e723b67f8ca78ff328c63d
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (398).wav,Ba/0_1_Taj_Ba_T (398).wav,Ba,16000,1,1.0,95c2d2cedccdc3729cc109b21229c8a0
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (399).wav,Ba/0_1_Taj_Ba_T (399).wav,Ba,16000,1,1.0,c4785d400d7d3079f8846dfb0a9d74b2
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (4).wav,Ba/0_1_Taj_Ba_T (4).wav,Ba,16000,1,1.0,da7bd98c04898014898e99779aae8bb0
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (40).wav,Ba/0_1_Taj_Ba_T (40).wav,Ba,16000,1,1.0,c57fad40c5574b95aec8d174d9f884d1
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (400).wav,Ba/0_1_Taj_Ba_T (400).wav,Ba,16000,1,1.0,2117c27c18be196668e44279e8d7a32d
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (41).wav,Ba/0_1_Taj_Ba_T (41).wav,Ba,16000,1,1.0,8dc54f690fec0fddf11830544a2a0091
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (42).wav,Ba/0_1_Taj_Ba_T (42).wav,Ba,16000,1,1.0,c843306285f8ec308a5eaaeff0bd9202
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (43).wav,Ba/0_1_Taj_Ba_T (43).wav,Ba,16000,1,1.0,02caa4d50fc613498af28a5ed12e7b44
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (44).wav,Ba/0_1_Taj_Ba_T (44).wav,Ba,16000,1,1.0,25b9525c1a3382805f1b3b50bc524700
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (45).wav,Ba/0_1_Taj_Ba_T (45).wav,Ba,16000,1,1.0,40f95efbf2e498c729f73e9a120bfef1
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (46).wav,Ba/0_1_Taj_Ba_T (46).wav,Ba,16000,1,1.0,9acb8eaf19da7c58e4a51bec2dd06bb7
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (47).wav,Ba/0_1_Taj_Ba_T (47).wav,Ba,16000,1,1.0,c15b03aacebd4c04dcf98dbd560e0072
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (48).wav,Ba/0_1_Taj_Ba_T (48).wav,Ba,16000,1,1.0,8ca836329e37854fbd2dae1d15091272
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (49).wav,Ba/0_1_Taj_Ba_T (49).wav,Ba,16000,1,1.0,2fc75a115d7e42c7bfa787641b837ecf
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (5).wav,Ba/0_1_Taj_Ba_T (5).wav,Ba,16000,1,1.0,1cad5395cec07391971cfacf517cb2d7
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (50).wav,Ba/0_1_Taj_Ba_T (50).wav,Ba,16000,1,1.0,6ccdd4d2a236bf56f8bb1e08e70a7ba3
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (51).wav,Ba/0_1_Taj_Ba_T (51).wav,Ba,16000,1,1.0,a04458a4a79d51367a172bcd4187c4e9
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (52).wav,Ba/0_1_Taj_Ba_T (52).wav,Ba,16000,1,1.0,529000d5bd57eb086a18f354bf80f2f0
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (53).wav,Ba/0_1_Taj_Ba_T (53).wav,Ba,16000,1,1.0,b9c12c1ddb6aef50f54d1f8fe6b74125
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (54).wav,Ba/0_1_Taj_Ba_T (54).wav,Ba,16000,1,1.0,77c436e17aeaf7e13552611c0bb0be8c
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (55).wav,Ba/0_1_Taj_Ba_T (55).wav,Ba,16000,1,1.0,e854a219b056608b9cdf089c19978881
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (56).wav,Ba/0_1_Taj_Ba_T (56).wav,Ba,16000,1,1.0,879934b2a011e4026ccb9bbecf35b691
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (57).wav,Ba/0_1_Taj_Ba_T (57).wav,Ba,16000,1,1.0,991d7c08de71077ad45d546d9888875d
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (58).wav,Ba/0_1_Taj_Ba_T (58).wav,Ba,16000,1,1.0,d4333d36228a337d332b3e94aa490668
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (59).wav,Ba/0_1_Taj_Ba_T (59).wav,Ba,16000,1,1.0,432731ca690b312c4b85321ba038c660
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (6).wav,Ba/0_1_Taj_Ba_T (6).wav,Ba,16000,1,1.0,8657f6cf8af95a70038839274bc5f5ae
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (60).wav,Ba/0_1_Taj_Ba_T (60).wav,Ba,16000,1,1.0,9df8685b9065a4dd1329a1c9093207df
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (61).wav,Ba/0_1_Taj_Ba_T (61).wav,Ba,16000,1,1.0,a6791e89e81939dead00bf560be000fe
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (62).wav,Ba/0_1_Taj_Ba_T (62).wav,Ba,16000,1,1.0,1cc35f1bb18ec44be99e6929d92ea8dc
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (63).wav,Ba/0_1_Taj_Ba_T (63).wav,Ba,16000,1,1.0,c54def33044c28de09ec96b20ceddb53
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (64).wav,Ba/0_1_Taj_Ba_T (64).wav,Ba,16000,1,1.0,12817a8d0056890b705088f6c777bc64
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (65).wav,Ba/0_1_Taj_Ba_T (65).wav,Ba,16000,1,1.0,7a49209f22bc5515a56fb410487b103d
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (66).wav,Ba/0_1_Taj_Ba_T (66).wav,Ba,16000,1,1.0,5bf41472c0e23eed522b70a08aebcd43
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (67).wav,Ba/0_1_Taj_Ba_T (67).wav,Ba,16000,1,1.0,c8be71d455bc399107354e01aae2749b
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (68).wav,Ba/0_1_Taj_Ba_T (68).wav,Ba,16000,1,1.0,ade405de488688b5173835bac68cca79
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (69).wav,Ba/0_1_Taj_Ba_T (69).wav,Ba,16000,1,1.0,81cdfcee312d047c61097b5b525c122b
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (7).wav,Ba/0_1_Taj_Ba_T (7).wav,Ba,16000,1,1.0,0ba92d957d61dabf46dfbfd831c20bd6
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (70).wav,Ba/0_1_Taj_Ba_T (70).wav,Ba,16000,1,1.0,508cd03688f7a8463a0aeca1bf440955
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (71).wav,Ba/0_1_Taj_Ba_T (71).wav,Ba,16000,1,1.0,5bee908d78cdfeaed5a141d042a9a2ae
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (72).wav,Ba/0_1_Taj_Ba_T (72).wav,Ba,16000,1,1.0,f34518bc347a0a304ea2469e60afe8bc
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (73).wav,Ba/0_1_Taj_Ba_T (73).wav,Ba,16000,1,1.0,60e50b0e2b811a0820c43dc484b8b33b
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (74).wav,Ba/0_1_Taj_Ba_T (74).wav,Ba,16000,1,1.0,f9c0dba35496d636847b892f19cf3c13
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (75).wav,Ba/0_1_Taj_Ba_T (75).wav,Ba,16000,1,1.0,32cc75003d1f1a513fa738930de0afbc
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (76).wav,Ba/0_1_Taj_Ba_T (76).wav,Ba,16000,1,1.0,8fb38457b644e5140925c1d29df3e157
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (77).wav,Ba/0_1_Taj_Ba_T (77).wav,Ba,16000,1,1.0,0e8d8d7c84e37a78ed471d09d7a14505
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (78).wav,Ba/0_1_Taj_Ba_T (78).wav,Ba,16000,1,1.0,9748650ef188fc7a9dd6d5a507e278d3
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (79).wav,Ba/0_1_Taj_Ba_T (79).wav,Ba,16000,1,1.0,26210cdf0de2cdcfbee27740c4dbeaec
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (8).wav,Ba/0_1_Taj_Ba_T (8).wav,Ba,16000,1,1.0,9b844cd75159790d246cf436d6f1a4c2
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (80).wav,Ba/0_1_Taj_Ba_T (80).wav,Ba,16000,1,1.0,59557a432291393311ea359623dc1f56
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (81).wav,Ba/0_1_Taj_Ba_T (81).wav,Ba,16000,1,1.0,da68f5c76ce2258f5c0c94fe56c030c1
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (82).wav,Ba/0_1_Taj_Ba_T (82).wav,Ba,16000,1,1.0,71e9b5b3235f56ca46c45c86a723cd03
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (83).wav,Ba/0_1_Taj_Ba_T (83).wav,Ba,16000,1,1.0,65ee062332507acb0ae74f74a0da6205
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (84).wav,Ba/0_1_Taj_Ba_T (84).wav,Ba,16000,1,1.0,5ea6eea45037a44664888f5fc60c0945
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (85).wav,Ba/0_1_Taj_Ba_T (85).wav,Ba,16000,1,1.0,ef5b35f6b57071c22460da9036e0d189
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (86).wav,Ba/0_1_Taj_Ba_T (86).wav,Ba,16000,1,1.0,e407698e52ec2e5110f77e79c75b8e7b
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (87).wav,Ba/0_1_Taj_Ba_T (87).wav,Ba,16000,1,1.0,3ce2a3c3e28fa3439eb7c5075c561748
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (88).wav,Ba/0_1_Taj_Ba_T (88).wav,Ba,16000,1,1.0,0d8a5ae3fb62cd99711b4fcd56db6797
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (89).wav,Ba/0_1_Taj_Ba_T (89).wav,Ba,16000,1,1.0,da87ff6e3131b901e72bbe046142ce3b
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (9).wav,Ba/0_1_Taj_Ba_T (9).wav,Ba,16000,1,1.0,38447331fae07fdb80df363e3735bfd5
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (90).wav,Ba/0_1_Taj_Ba_T (90).wav,Ba,16000,1,1.0,606189a13ca998698b0b6e69ac6f9adf
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (91).wav,Ba/0_1_Taj_Ba_T (91).wav,Ba,16000,1,1.0,ded75dccd8386d88296292174a7f356b
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (92).wav,Ba/0_1_Taj_Ba_T (92).wav,Ba,16000,1,1.0,f2eac047e49329bda65f9be60e74c08c
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (93).wav,Ba/0_1_Taj_Ba_T (93).wav,Ba,16000,1,1.0,5a45117b87bb8284fc98000e5d06bd70
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (94).wav,Ba/0_1_Taj_Ba_T (94).wav,Ba,16000,1,1.0,60380b76ff1f097aa5e63d4549f8605c
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (95).wav,Ba/0_1_Taj_Ba_T (95).wav,Ba,16000,1,1.0,8f35cbd153344e566e695d14cbf33ddd
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (96).wav,Ba/0_1_Taj_Ba_T (96).wav,Ba,16000,1,1.0,00dbdabdc95efbdda894412c50810d18
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (97).wav,Ba/0_1_Taj_Ba_T (97).wav,Ba,16000,1,1.0,9cabb6b380a8394d4ff0379f2ae2fca3
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (98).wav,Ba/0_1_Taj_Ba_T (98).wav,Ba,16000,1,1.0,93891c4cfc3010d3eb95ce2f16cf0eb8
/data1/yansari/Kutuby/Dataset/Ba/0_1_Taj_Ba_T (99).wav,Ba/0_1_Taj_Ba_T (99).wav,Ba,16000,1,1.0,74c7c58c8e2c61949ef040398d931ac4
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1 (2).wav,Dal/0_7_Dal_T1 (2).wav,Dal,16000,1,1.0,d5aa6422e42ec3d72f222f71f5033ee6
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1 (3).wav,Dal/0_7_Dal_T1 (3).wav,Dal,16000,1,1.0,f7b4b6c000640c256c4fd395c7ae740a
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1 (4).wav,Dal/0_7_Dal_T1 (4).wav,Dal,16000,1,1.0,374083e6e5d785a79f7ca2929c81c2d3
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1 (5).wav,Dal/0_7_Dal_T1 (5).wav,Dal,16000,1,1.0,2ba71fdf6aa704836a8f6ddc0e63c3a8
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1 (6).wav,Dal/0_7_Dal_T1 (6).wav,Dal,16000,1,1.0,b93dfa7235eee420e5f6c2384d233760
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1 (7).wav,Dal/0_7_Dal_T1 (7).wav,Dal,16000,1,1.0,ab221f7c445246f6fd25c33f584031fe
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1 (8).wav,Dal/0_7_Dal_T1 (8).wav,Dal,16000,1,1.0,4c8621aa8a2cbd2502e3c0b6dab15e84
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1.wav,Dal/0_7_Dal_T1.wav,Dal,16000,1,1.0,55e57c65e0f7c447582caf9b56827ef6
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T10 (2).wav,Dal/0_7_Dal_T10 (2).wav,Dal,16000,1,1.0,3e6782ddf22434122f6ba13f3723d66a
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T10 (3).wav,Dal/0_7_Dal_T10 (3).wav,Dal,16000,1,1.0,e76d33e45597d6d17e8c2d4d9e93bf63
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T10 (4).wav,Dal/0_7_Dal_T10 (4).wav,Dal,16000,1,1.0,2224de25fb8e5b6300e2021850af8260
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T10 (5).wav,Dal/0_7_Dal_T10 (5).wav,Dal,16000,1,1.0,629ab81ef7b42f6704a2c06047159032
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T10 (6).wav,Dal/0_7_Dal_T10 (6).wav,Dal,16000,1,1.0,831f1a91730671fe92b221447ded4c14
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T10 (7).wav,Dal/0_7_Dal_T10 (7).wav,Dal,16000,1,1.0,13f708ac0cd9f1c56d29ab7630eab502
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T10 (8).wav,Dal/0_7_Dal_T10 (8).wav,Dal,16000,1,1.0,ef8bc9e63d3a5da6538b84677e402dab
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T10.wav,Dal/0_7_Dal_T10.wav,Dal,16000,1,1.0,e8cba2f4988e86afc47e00ab4f65088e
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (2).wav,Dal/0_7_Dal_T11 (2).wav,Dal,16000,1,1.0,2e94a40a1b0b53a98b80e8d3f9ac6036
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (3).wav,Dal/0_7_Dal_T11 (3).wav,Dal,16000,1,1.0,309966d34b0d4f5554d5de54f56923a8
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (4).wav,Dal/0_7_Dal_T11 (4).wav,Dal,16000,1,1.0,453a1d812c5f8126e7cfd66fadc13759
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (5).wav,Dal/0_7_Dal_T11 (5).wav,Dal,16000,1,1.0,0051ccb4005d9b9d4eb805419a8fe3f9
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (6).wav,Dal/0_7_Dal_T11 (6).wav,Dal,16000,1,1.0,a7787ada5d8689dd851f998a5443a257
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (7).wav,Dal/0_7_Dal_T11 (7).wav,Dal,16000,1,1.0,9bf5d1729713619cb9e781f3b737b8f3
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (8).wav,Dal/0_7_Dal_T11 (8).wav,Dal,16000,1,1.0,6bee67845bb5aee3fd6147b70ef0bc71
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11.wav,Dal/0_7_Dal_T11.wav,Dal,16000,1,1.0,a7de8d6dd5ed65735213c7d27f6f7dd8
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111 (2).wav,Dal/0_7_Dal_T111 (2).wav,Dal,16000,1,1.0,310b38617eb59334ff0232d59424f7bb
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111 (3).wav,Dal/0_7_Dal_T111 (3).wav,Dal,16000,1,1.0,9ff33884b3bc2507a6887f9b85db4a25
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111 (4).wav,Dal/0_7_Dal_T111 (4).wav,Dal,16000,1,1.0,82e33bcedffa0fc51c87cf47da42cfee
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111 (5).wav,Dal/0_7_Dal_T111 (5).wav,Dal,16000,1,1.0,54851c83e096c0ac4e7fe084b6520dd6
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111 (6).wav,Dal/0_7_Dal_T111 (6).wav,Dal,16000,1,1.0,996d1b5fcf0e76a413cc2b89b1162a8d
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111 (7).wav,Dal/0_7_Dal_T111 (7).wav,Dal,16000,1,1.0,b63bd88ee7c007491ebdc5bf889f3810
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111 (8).wav,Dal/0_7_Dal_T111 (8).wav,Dal,16000,1,1.0,a37db8c4311a3380b385a712f6f673da
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111.wav,Dal/0_7_Dal_T111.wav,Dal,16000,1,1.0,a1f35aa62143a5d0688f142d6ea8519f
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T112 (2).wav,Dal/0_7_Dal_T112 (2).wav,Dal,16000,1,1.0,5cb46bb7906d4519d53e8f8daf83077e
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T112 (3).wav,Dal/0_7_Dal_T112 (3).wav,Dal,16000,1,1.0,3bc9ac746576d6fbc406af92ab49f731
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T112 (4).wav,Dal/0_7_Dal_T112 (4).wav,Dal,16000,1,1.0,8d65796497dba28134ec8c8d7d97a07b
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T112 (5).wav,Dal/0_7_Dal_T112 (5).wav,Dal,16000,1,1.0,3727d5fccb4cbc69b4ba3a8cc3b25435
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T112 (6).wav,Dal/0_7_Dal_T112 (6).wav,Dal,16000,1,1.0,328e63dfcb58fef25595c4a7b58764bc
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T112 (7).wav,Dal/0_7_Dal_T112 (7).wav,Dal,16000,1,1.0,37902f51c177a8f2de45d7258216e605
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T112 (8).wav,Dal/0_7_Dal_T112 (8).wav,Dal,16000,1,1.0,2ee660685a2a146ee3962d637a88c91e
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T112.wav,Dal/0_7_Dal_T112.wav,Dal,16000,1,1.0,dd914353003047b76cc30d70874647da
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (2).wav,Dal/0_7_Dal_T12 (2).wav,Dal,16000,1,1.0,c2eae3f2a863d7307bbc477963619046
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (3).wav,Dal/0_7_Dal_T12 (3).wav,Dal,16000,1,1.0,8315ea18d8ea227aba7eba0b83156b75
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (4).wav,Dal/0_7_Dal_T12 (4).wav,Dal,16000,1,1.0,cd8199973c95e83940576dd89f15cd8a
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (5).wav,Dal/0_7_Dal_T12 (5).wav,Dal,16000,1,1.0,10a66d408edc6c6e1dda5579ff4bef98
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (6).wav,Dal/0_7_Dal_T12 (6).wav,Dal,16000,1,1.0,2f870ed664081153d9837da0afd10af9
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (7).wav,Dal/0_7_Dal_T12 (7).wav,Dal,16000,1,1.0,1599a54bbfbfb7daadac8fb399fae9e2
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (8).wav,Dal/0_7_Dal_T12 (8).wav,Dal,16000,1,1.0,51de7478bd1154f3eeaa6f7b275b3740
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12.wav,Dal/0_7_Dal_T12.wav,Dal,16000,1,1.0,44f7a3dcacd75729543c09f629406306
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137 (2).wav,Dal/0_7_Dal_T137 (2).wav,Dal,16000,1,1.0,b8bf27f7aaa45d8dc8c4e47c7df980f8
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137 (3).wav,Dal/0_7_Dal_T137 (3).wav,Dal,16000,1,1.0,20938218791fb3e6704d2dc272621e42
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137 (4).wav,Dal/0_7_Dal_T137 (4).wav,Dal,16000,1,1.0,c55b994873aa93029710e57312dcdd0d
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137 (5).wav,Dal/0_7_Dal_T137 (5).wav,Dal,16000,1,1.0,5290f820004177e75560c9d702ed5af0
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137 (6).wav,Dal/0_7_Dal_T137 (6).wav,Dal,16000,1,1.0,918426647b6b8b3dbada9233c4b1d4a8
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137 (7).wav,Dal/0_7_Dal_T137 (7).wav,Dal,16000,1,1.0,8c433b38de2473c82783eb8af4e1046d
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137 (8).wav,Dal/0_7_Dal_T137 (8).wav,Dal,16000,1,1.0,e6b6964856e58e8260e8a97ae9d7eec7
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137.wav,Dal/0_7_Dal_T137.wav,Dal,16000,1,1.0,50671fc1fbbf6982d59983d1cb79c5fe
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (2).wav,Dal/0_7_Dal_T138 (2).wav,Dal,16000,1,1.0,b0b3f7cb1bd4b28ceb4244835fb60e61
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (3).wav,Dal/0_7_Dal_T138 (3).wav,Dal,16000,1,1.0,2bf4880b19c1c27267dbc6b0418c4c7b
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (4).wav,Dal/0_7_Dal_T138 (4).wav,Dal,16000,1,1.0,464f0adc1670fd56d79d982b15f9f1e9
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (5).wav,Dal/0_7_Dal_T138 (5).wav,Dal,16000,1,1.0,a69a404a706843ba8f728a434965fdeb
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (6).wav,Dal/0_7_Dal_T138 (6).wav,Dal,16000,1,1.0,14d4da36746bbcab316c1013eebf367d
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (7).wav,Dal/0_7_Dal_T138 (7).wav,Dal,16000,1,1.0,274683196232aa2c746aa7263f4a056c
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (8).wav,Dal/0_7_Dal_T138 (8).wav,Dal,16000,1,1.0,4aa2e571c43d8db1a7190e5332802499
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138.wav,Dal/0_7_Dal_T138.wav,Dal,16000,1,1.0,a5e364b1f2d74d8f1d8ab6445fc9b5ad
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16 (2).wav,Dal/0_7_Dal_T16 (2).wav,Dal,16000,1,1.0,651a6884527906c361f6b2b647963b55
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16 (3).wav,Dal/0_7_Dal_T16 (3).wav,Dal,16000,1,1.0,30bd5baf9a5c5d7311b53fb78ed0d270
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16 (4).wav,Dal/0_7_Dal_T16 (4).wav,Dal,16000,1,1.0,3cca61a59b51f1059acefd414ebda125
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16 (5).wav,Dal/0_7_Dal_T16 (5).wav,Dal,16000,1,1.0,a7d9a0578ffbdc8cb50fd039581e6b8a
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16 (6).wav,Dal/0_7_Dal_T16 (6).wav,Dal,16000,1,1.0,e80e028a47492a764cc935affe593f7d
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16 (7).wav,Dal/0_7_Dal_T16 (7).wav,Dal,16000,1,1.0,cfec94ebb2d167d8938aa9c02fe7413a
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16 (8).wav,Dal/0_7_Dal_T16 (8).wav,Dal,16000,1,1.0,86b06235b8ffc9b3276300a83fe9c66d
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16.wav,Dal/0_7_Dal_T16.wav,Dal,16000,1,1.0,cf296032e4496ad62c309ba2d2a02071
