path,label,duration_s,samplerate,channels
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T27 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (54).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T80 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T5 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_dal_T16b (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (179).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (1).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T34 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T8 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (251).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T75 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (320).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (291).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (272).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T90 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (298).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (156).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T3 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T58 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (58).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (13).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (76).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (243).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T8 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (152).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (47).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T70 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T75 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (213).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (123).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (189).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T57 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T75.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T90 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T88 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (208).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (170).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (122).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (232).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (9).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (73).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T20b (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_dal_T13b (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (133).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (256).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T8.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (120).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (231).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (41).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (282).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T60 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (318).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T82 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_dal_T16b (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T58 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (116).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T70 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (98).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T88.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (227).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (11).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (63).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (192).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_dal_T16b.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_dal_T16b (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (172).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (296).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T81 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T3 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (112).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (80).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (29).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (138).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (254).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_dal_T13b (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T3 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (200).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T27 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T50 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T3.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T8 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (348).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (78).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (343).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (292).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (308).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (99).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T70 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (101).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T2 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (103).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T5 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T50.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T112 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (285).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (46).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (64).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T63 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (234).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (205).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_dal_T16b (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (89).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T80 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T20-Tajweed_Exe (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (233).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_dal_T13b (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T63 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T58 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (163).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (207).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (111).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (84).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (40).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (316).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T87 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T88 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (311).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (324).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (145).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (275).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (196).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T27 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T34 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (102).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T45 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T64 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T27 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (276).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (130).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T46 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T87 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T69 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T81 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T28.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T34 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (136).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T21 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T45 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (35).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (72).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (60).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (265).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T20b (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (315).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (56).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T82 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (82).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T57 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (344).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T2.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T50 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (242).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (67).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (83).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (53).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (169).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (66).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T50 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T57.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (55).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (26).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T50 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (87).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (154).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (43).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T76 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T10 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T81 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (113).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (114).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T30 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (139).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (171).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T112 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T16 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T137 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (52).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (19).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (75).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T5.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T12 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (178).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (222).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T34.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T80 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T20b.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T75 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (349).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T82 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (191).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T27.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (181).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T57 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T2 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (257).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (290).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (137).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T81 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (187).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T1.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (332).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T81 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T9 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_dal_T16b (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T45 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (245).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (25).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T90 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (74).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (166).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T111 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T88 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (321).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T64 (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T28 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (252).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (301).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (273).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (176).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T138 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11 (5).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (326).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (336).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (216).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_dal_T13b (8).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (246).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T69 (2).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (150).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T21 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T11.wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T58 (7).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (314).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T10 (3).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T20b (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T90 (6).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Taj_Dal_T (77).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T2 (4).wav,Dal,1.0,16000,1
/data1/yansari/Kutuby/Dataset/Dal/0_7_Dal_T27 (3).wav,Dal,1.0,16000,1
